IQR Factor,Batch Size,Learning Rate,Max Iters,Momentum,Mean Train MSE,Mean Validation MSE,Test MSE,Convergence Speed
1.5,16,0.5,10000.0,0.5,14.967,18.035,11.025,0.6607
1.5,16,0.5,10000.0,0.9,15.307,16.53,10.933,0.5424
1.5,16,0.5,40000.0,0.0,11.821,14.907,8.36,2.1888
1.5,16,0.5,40000.0,0.5,11.823,14.554,8.027,2.1768
1.5,16,0.5,40000.0,0.9,11.911,14.28,8.065,2.1452
1.5,16,0.5,100000.0,0.0,10.552,14.598,6.936,5.5014
1.5,16,0.5,100000.0,0.5,10.729,14.97,6.617,5.7339
1.5,16,0.5,100000.0,0.9,10.469,13.497,7.393,5.5645
1.5,16,0.7,10000.0,0.0,16.937,16.461,12.26,0.5364
1.5,16,0.7,10000.0,0.5,14.336,17.522,11.571,0.6254
1.5,16,0.7,10000.0,0.9,14.251,16.608,11.966,0.5675
1.5,16,0.7,40000.0,0.0,11.415,13.736,7.55,2.2051
1.5,16,0.7,40000.0,0.5,11.186,14.647,6.986,2.1415
1.5,16,0.7,40000.0,0.9,12.788,13.992,7.315,2.1418
1.5,16,0.7,100000.0,0.0,10.77,15.307,6.237,5.431
1.5,16,0.7,100000.0,0.5,10.522,14.891,6.079,5.4282
1.5,16,0.7,100000.0,0.9,10.82,15.401,6.707,5.3341
1.5,32,0.05,10000.0,0.0,17.486,20.098,14.908,0.5402
1.5,32,0.05,10000.0,0.5,17.452,20.777,15.095,0.5543
1.5,32,0.05,10000.0,0.9,17.467,20.799,15.048,0.5454
1.5,32,0.05,40000.0,0.0,16.071,19.181,12.679,2.1606
1.5,32,0.05,40000.0,0.5,16.017,18.511,12.871,2.1673
1.5,32,0.05,40000.0,0.9,16.025,18.365,12.872,2.1869
1.5,32,0.05,100000.0,0.0,14.875,17.079,11.054,5.4307
1.5,32,0.05,100000.0,0.5,14.855,17.236,11.175,5.4762
1.5,32,0.05,100000.0,0.9,14.867,17.118,11.306,5.449
1.5,32,0.1,10000.0,0.0,16.704,19.149,14.436,0.5418
1.5,32,0.1,10000.0,0.5,16.675,19.539,13.731,0.5438
1.5,32,0.1,10000.0,0.9,16.671,19.374,13.768,0.5459
1.5,32,0.1,40000.0,0.0,15.198,17.709,11.691,2.1752
1.5,32,0.1,40000.0,0.5,15.202,17.844,11.79,2.166
1.5,32,0.1,40000.0,0.9,15.212,17.918,11.727,2.1891
1.5,32,0.1,100000.0,0.0,13.449,16.193,9.968,5.4373
1.5,32,0.1,100000.0,0.5,13.518,16.631,9.648,5.4267
1.5,32,0.1,100000.0,0.9,13.451,16.176,9.658,5.4348
1.5,32,0.5,10000.0,0.0,14.996,18.271,11.372,0.5379
1.5,32,0.5,10000.0,0.5,15.226,16.554,11.571,0.5449
1.5,32,0.5,10000.0,0.9,14.937,16.965,11.233,0.5469
1.5,32,0.5,40000.0,0.0,12.114,14.098,8.552,2.1643
1.5,32,0.5,40000.0,0.5,13.753,18.861,8.095,2.172
1.5,32,0.5,40000.0,0.9,11.866,15.112,8.103,2.1739
1.5,32,0.5,100000.0,0.0,10.357,13.389,6.761,5.4169
1.5,32,0.5,100000.0,0.5,10.541,14.546,6.73,5.4362
1.5,32,0.5,100000.0,0.9,10.294,13.603,6.674,5.4275
1.5,32,0.7,10000.0,0.0,14.549,18.208,11.493,0.5464
1.5,32,0.7,10000.0,0.5,14.266,16.448,10.2,0.5624
1.5,32,0.7,10000.0,0.9,14.236,16.734,11.514,0.642
1.5,32,0.7,40000.0,0.0,11.421,13.643,9.442,2.1741
1.5,32,0.7,40000.0,0.5,11.186,14.622,7.737,2.1718
1.5,32,0.7,40000.0,0.9,11.123,14.093,7.71,2.1595
1.5,32,0.7,100000.0,0.0,10.104,14.054,6.447,5.4076
1.5,32,0.7,100000.0,0.5,9.994,13.371,6.305,5.4061
1.5,32,0.7,100000.0,0.9,10.064,13.945,6.427,5.3942
1.5,64,0.05,10000.0,0.0,17.465,20.251,14.991,0.5706
1.5,64,0.05,10000.0,0.5,17.462,20.799,14.972,0.5999
1.5,64,0.05,10000.0,0.9,17.522,21.188,14.976,0.5565
1.5,64,0.05,40000.0,0.0,16.015,18.491,12.53,2.2292
1.5,64,0.05,40000.0,0.5,16.025,18.87,12.659,2.2205
1.5,64,0.05,40000.0,0.9,16.032,18.305,12.774,2.4398
1.5,64,0.05,100000.0,0.0,14.85,17.407,11.109,5.5665
1.5,64,0.05,100000.0,0.5,14.85,17.445,11.398,5.5907
1.5,64,0.05,100000.0,0.9,14.855,17.222,11.299,5.58
1.5,64,0.1,10000.0,0.0,16.713,19.979,13.806,0.5542
1.5,64,0.1,10000.0,0.5,16.713,19.12,13.802,0.5528
1.5,64,0.1,10000.0,0.9,16.68,19.373,13.897,0.5588
1.5,64,0.1,40000.0,0.0,15.2,17.581,12.06,2.2864
1.5,64,0.1,40000.0,0.5,15.211,17.954,11.784,2.2383
1.5,64,0.1,40000.0,0.9,15.248,17.328,11.734,2.2166
1.5,64,0.1,100000.0,0.0,13.448,16.095,9.677,5.5633
1.5,64,0.1,100000.0,0.5,13.449,16.056,9.605,5.6085
1.5,64,0.1,100000.0,0.9,13.46,16.286,9.775,5.5866
1.5,64,0.5,10000.0,0.0,14.892,16.997,11.45,0.5641
1.5,64,0.5,10000.0,0.5,14.848,17.372,11.117,0.5572
1.5,64,0.5,10000.0,0.9,14.902,16.986,11.176,0.5561
1.5,64,0.5,40000.0,0.0,11.813,14.744,7.977,2.2312
1.5,64,0.5,40000.0,0.5,11.835,14.488,7.932,2.2182
1.5,64,0.5,40000.0,0.9,11.859,14.39,7.965,2.2323
1.5,64,0.5,100000.0,0.0,10.283,13.627,6.658,5.5506
1.5,64,0.5,100000.0,0.5,10.294,13.602,6.986,5.5591
1.5,64,0.5,100000.0,0.9,10.313,13.92,6.574,5.5709
1.5,64,0.7,10000.0,0.0,14.265,17.197,10.496,0.5782
1.5,64,0.7,10000.0,0.5,14.235,16.65,10.59,0.5547
1.5,64,0.7,10000.0,0.9,14.22,16.729,10.567,0.5575
1.5,64,0.7,40000.0,0.0,11.118,14.171,7.689,2.2196
1.5,64,0.7,40000.0,0.5,11.162,14.494,7.403,2.2368
1.5,64,0.7,40000.0,0.9,11.198,14.69,7.355,2.2313
1.5,64,0.7,100000.0,0.0,10.073,13.242,6.549,5.6707
1.5,64,0.7,100000.0,0.5,9.982,13.498,6.374,5.5676
1.5,64,0.7,100000.0,0.9,9.97,13.538,6.522,5.563
2.0,1,0.05,10000.0,0.0,25.66,23.037,20.733,0.5506
2.0,1,0.05,10000.0,0.5,25.661,23.094,20.448,0.5297
2.0,1,0.05,10000.0,0.9,25.662,22.812,21.997,0.5307
2.0,1,0.05,40000.0,0.0,23.266,21.446,18.413,2.1019
2.0,1,0.05,40000.0,0.5,24.353,22.93,18.706,2.1232
2.0,1,0.05,40000.0,0.9,26.174,23.374,20.656,2.1012
2.0,1,0.05,100000.0,0.0,22.068,20.371,16.639,5.2729
2.0,1,0.05,100000.0,0.5,20.473,18.696,17.809,5.3129
2.0,1,0.05,100000.0,0.9,20.21,19.13,16.789,5.3339
2.0,1,0.1,10000.0,0.0,28.083,25.342,27.331,0.5305
2.0,1,0.1,10000.0,0.5,23.989,21.432,19.067,0.6124
2.0,1,0.1,10000.0,0.9,24.028,21.479,19.561,0.5273
2.0,1,0.1,40000.0,0.0,20.783,18.972,18.004,2.1063
2.0,1,0.1,40000.0,0.5,23.506,21.203,16.984,2.1112
2.0,1,0.1,40000.0,0.9,22.679,21.633,16.949,2.1594
2.0,1,0.1,100000.0,0.0,17.409,16.369,15.998,5.289
2.0,1,0.1,100000.0,0.5,18.718,17.63,16.191,5.2881
2.0,1,0.1,100000.0,0.9,17.335,16.471,15.386,5.319
2.0,1,0.5,10000.0,0.0,22.68,21.746,52.879,0.5281
2.0,1,0.5,10000.0,0.5,38.819,38.575,18.833,0.5288
2.0,1,0.5,10000.0,0.9,21.852,19.132,22.827,0.5318
2.0,1,0.5,40000.0,0.0,20.304,18.606,13.745,2.1207
2.0,1,0.5,40000.0,0.5,18.796,17.73,13.514,2.1487
2.0,1,0.5,40000.0,0.9,15.752,16.064,15.981,2.1297
2.0,1,0.5,100000.0,0.0,13.565,13.304,13.995,5.2905
2.0,1,0.5,100000.0,0.5,14.422,12.882,14.659,5.2546
2.0,1,0.5,100000.0,0.9,16.05,14.317,12.385,5.2871
2.0,1,0.7,10000.0,0.0,59.57,57.145,32.428,0.5321
2.0,1,0.7,10000.0,0.5,19.238,18.79,32.422,0.5628
2.0,1,0.7,10000.0,0.9,48.903,49.447,20.149,0.5253
2.0,1,0.7,40000.0,0.0,30.821,30.621,19.479,2.1108
2.0,1,0.7,40000.0,0.5,18.792,17.772,12.86,2.1102
2.0,1,0.7,40000.0,0.9,16.872,15.996,13.415,2.1526
2.0,1,0.7,100000.0,0.0,33.686,33.002,12.149,5.285
2.0,1,0.7,100000.0,0.5,43.179,40.575,13.154,5.2707
2.0,1,0.7,100000.0,0.9,19.859,19.623,12.38,5.2796
2.0,8,0.05,10000.0,0.0,24.925,22.764,20.05,0.5426
2.0,8,0.05,10000.0,0.5,24.833,22.608,20.432,0.5462
2.0,8,0.05,10000.0,0.9,24.689,22.175,20.273,0.5986
2.0,8,0.05,40000.0,0.0,22.691,20.987,18.58,2.1817
2.0,8,0.05,40000.0,0.5,22.433,20.38,18.414,2.1519
2.0,8,0.05,40000.0,0.9,22.502,20.263,18.62,2.1598
2.0,8,0.05,100000.0,0.0,20.205,18.699,16.745,5.376
2.0,8,0.05,100000.0,0.5,19.911,18.554,17.216,5.426
2.0,8,0.05,100000.0,0.9,19.933,18.575,16.774,5.4047
2.0,8,0.1,10000.0,0.0,26.058,24.242,19.414,0.5495
2.0,8,0.1,10000.0,0.5,23.733,21.462,19.573,0.5423
2.0,8,0.1,10000.0,0.9,23.682,21.324,19.349,0.5413
2.0,8,0.1,40000.0,0.0,21.094,19.665,17.684,2.2455
2.0,8,0.1,40000.0,0.5,20.683,19.058,17.161,2.1513
2.0,8,0.1,40000.0,0.9,21.171,19.597,18.309,2.1637
2.0,8,0.1,100000.0,0.0,17.398,16.348,15.529,5.4027
2.0,8,0.1,100000.0,0.5,17.342,16.484,15.026,5.3935
2.0,8,0.1,100000.0,0.9,17.383,16.464,16.421,5.4095
2.0,8,0.5,10000.0,0.0,20.887,19.455,19.308,0.5359
2.0,8,0.5,10000.0,0.5,19.997,18.429,17.441,0.5656
2.0,8,0.5,10000.0,0.9,20.052,18.742,18.203,0.5495
2.0,8,0.5,40000.0,0.0,14.983,14.361,13.997,2.1574
2.0,8,0.5,40000.0,0.5,19.553,19.215,16.046,2.1641
2.0,8,0.5,40000.0,0.9,15.197,14.525,14.552,2.1549
2.0,8,0.5,100000.0,0.0,13.348,12.685,12.372,5.4478
2.0,8,0.5,100000.0,0.5,13.977,12.709,12.276,5.5304
2.0,8,0.5,100000.0,0.9,16.894,15.879,13.059,5.4181
2.0,8,0.7,10000.0,0.0,19.285,17.779,18.682,0.5404
2.0,8,0.7,10000.0,0.5,21.382,20.312,21.808,0.5385
2.0,8,0.7,10000.0,0.9,18.799,17.394,15.81,0.542
2.0,8,0.7,40000.0,0.0,14.251,13.612,16.832,2.1991
2.0,8,0.7,40000.0,0.5,14.21,13.403,13.03,2.1511
2.0,8,0.7,40000.0,0.9,14.506,13.968,12.804,2.1689
2.0,8,0.7,100000.0,0.0,14.296,13.315,14.387,5.4224
2.0,8,0.7,100000.0,0.5,13.111,12.263,13.273,5.5575
2.0,8,0.7,100000.0,0.9,15.481,14.166,12.326,5.4015
2.0,16,0.05,10000.0,0.0,24.668,22.248,20.523,0.5435
2.0,16,0.05,10000.0,0.5,24.683,22.225,20.305,0.5466
2.0,16,0.05,10000.0,0.9,24.675,22.128,20.315,0.5426
2.0,16,0.05,40000.0,0.0,22.504,20.582,18.509,2.1695
2.0,16,0.05,40000.0,0.5,22.562,20.522,18.319,2.1538
2.0,16,0.05,40000.0,0.9,22.451,20.443,18.894,2.1709
2.0,16,0.05,100000.0,0.0,19.92,18.53,17.129,5.4637
2.0,16,0.05,100000.0,0.5,19.925,18.5,17.26,5.4473
2.0,16,0.05,100000.0,0.9,19.919,18.62,16.753,5.9423
2.0,16,0.1,10000.0,0.0,23.7,21.392,19.598,0.5394
2.0,16,0.1,10000.0,0.5,23.701,21.279,19.479,0.5419
2.0,16,0.1,10000.0,0.9,23.75,21.686,20.076,0.5849
2.0,16,0.1,40000.0,0.0,20.793,19.013,17.333,2.1638
2.0,16,0.1,40000.0,0.5,20.645,18.994,17.679,2.1911
2.0,16,0.1,40000.0,0.9,20.651,19.089,17.599,2.214
2.0,16,0.1,100000.0,0.0,17.409,16.548,15.17,5.465
2.0,16,0.1,100000.0,0.5,17.361,16.546,15.247,5.4999
2.0,16,0.1,100000.0,0.9,17.365,16.492,15.116,5.3952
2.0,16,0.5,10000.0,0.0,20.415,18.879,16.639,0.5401
2.0,16,0.5,10000.0,0.5,19.925,18.38,16.87,0.5387
2.0,16,0.5,10000.0,0.9,19.964,18.809,16.831,0.5455
2.0,16,0.5,40000.0,0.0,15.393,14.424,13.759,2.1795
2.0,16,0.5,40000.0,0.5,15.209,14.369,14.443,2.2694
2.0,16,0.5,40000.0,0.9,16.26,15.516,13.416,2.183
2.0,16,0.5,100000.0,0.0,13.411,12.676,12.159,5.422
2.0,16,0.5,100000.0,0.5,15.198,14.363,12.107,5.5499
2.0,16,0.5,100000.0,0.9,13.35,12.244,12.818,5.4327
2.0,16,0.7,10000.0,0.0,18.892,18.087,17.402,0.5812
2.0,16,0.7,10000.0,0.5,19.021,17.835,16.89,0.5398
2.0,16,0.7,10000.0,0.9,22.478,20.942,16.37,0.5426
2.0,16,0.7,40000.0,0.0,14.328,13.386,13.966,2.192
2.0,16,0.7,40000.0,0.5,14.315,13.427,13.903,2.1706
2.0,16,0.7,40000.0,0.9,14.209,13.656,14.213,2.1614
2.0,16,0.7,100000.0,0.0,15.891,14.833,14.712,5.566
2.0,16,0.7,100000.0,0.5,12.949,12.034,12.22,5.4276
2.0,16,0.7,100000.0,0.9,12.964,12.037,11.847,5.4233
2.0,32,0.05,10000.0,0.0,24.68,22.187,20.418,0.5536
2.0,32,0.05,10000.0,0.5,24.685,22.248,20.208,0.5513
2.0,32,0.05,10000.0,0.9,24.692,22.123,20.259,0.5525
2.0,32,0.05,40000.0,0.0,22.479,20.307,18.518,2.2321
2.0,32,0.05,40000.0,0.5,22.453,20.491,18.871,2.2307
2.0,32,0.05,40000.0,0.9,22.433,20.351,18.508,2.2431
2.0,32,0.05,100000.0,0.0,19.915,18.495,16.874,5.5199
2.0,32,0.05,100000.0,0.5,19.982,18.637,16.872,5.7685
2.0,32,0.05,100000.0,0.9,19.926,18.539,17.135,5.5209
2.0,32,0.1,10000.0,0.0,23.698,21.321,19.665,0.5842
2.0,32,0.1,10000.0,0.5,23.693,21.218,19.732,0.5549
2.0,32,0.1,10000.0,0.9,23.681,21.433,19.183,0.551
2.0,32,0.1,40000.0,0.0,20.655,19.135,17.235,2.2037
2.0,32,0.1,40000.0,0.5,20.665,19.185,17.795,2.211
2.0,32,0.1,40000.0,0.9,20.664,19.156,17.39,2.2163
2.0,32,0.1,100000.0,0.0,17.358,16.468,15.039,5.534
2.0,32,0.1,100000.0,0.5,17.382,16.522,15.248,5.4998
2.0,32,0.1,100000.0,0.9,17.439,16.564,15.232,5.9186
2.0,32,0.5,10000.0,0.0,19.943,18.457,16.543,0.5485
2.0,32,0.5,10000.0,0.5,20.354,19.306,16.844,0.5812
2.0,32,0.5,10000.0,0.9,20.013,18.545,16.918,0.5519
2.0,32,0.5,40000.0,0.0,14.982,14.209,13.967,2.21
2.0,32,0.5,40000.0,0.5,15.204,14.549,13.503,2.2014
2.0,32,0.5,40000.0,0.9,15.011,14.441,14.368,2.2172
2.0,32,0.5,100000.0,0.0,13.269,12.309,12.404,5.5775
2.0,32,0.5,100000.0,0.5,13.271,12.323,12.317,5.532
2.0,32,0.5,100000.0,0.9,13.342,12.431,12.301,5.5435
2.0,32,0.7,10000.0,0.0,19.203,17.74,16.467,0.5519
2.0,32,0.7,10000.0,0.5,18.714,17.601,16.179,0.5471
2.0,32,0.7,10000.0,0.9,21.621,20.293,16.057,0.5686
2.0,32,0.7,40000.0,0.0,14.959,14.168,12.954,2.1928
2.0,32,0.7,40000.0,0.5,14.238,13.498,13.034,2.2673
2.0,32,0.7,40000.0,0.9,14.202,13.422,12.937,2.2143
2.0,32,0.7,100000.0,0.0,14.991,14.151,11.956,5.5979
2.0,32,0.7,100000.0,0.5,12.939,12.07,12.412,5.5268
2.0,32,0.7,100000.0,0.9,12.953,11.804,11.774,5.5815
2.0,64,0.05,10000.0,0.0,24.694,22.276,20.285,0.5658
2.0,64,0.05,10000.0,0.5,24.691,22.346,20.491,0.5678
2.0,64,0.05,10000.0,0.9,24.674,22.222,20.452,0.5677
2.0,64,0.05,40000.0,0.0,22.464,20.333,18.514,2.271
2.0,64,0.05,40000.0,0.5,22.437,20.354,18.687,2.2583
2.0,64,0.05,40000.0,0.9,22.445,20.442,18.555,2.2636
2.0,64,0.05,100000.0,0.0,19.938,18.476,16.832,5.864
2.0,64,0.05,100000.0,0.5,19.913,18.516,16.768,5.9279
2.0,64,0.05,100000.0,0.9,19.926,18.527,16.934,5.9183
2.0,64,0.1,10000.0,0.0,23.681,21.435,19.463,0.6345
2.0,64,0.1,10000.0,0.5,23.706,21.28,19.398,0.572
2.0,64,0.1,10000.0,0.9,23.814,21.64,19.513,0.5649
2.0,64,0.1,40000.0,0.0,20.69,18.987,17.539,2.3434
2.0,64,0.1,40000.0,0.5,20.765,19.311,17.373,2.3137
2.0,64,0.1,40000.0,0.9,20.646,19.001,17.304,2.3358
2.0,64,0.1,100000.0,0.0,17.366,16.441,15.171,5.8432
2.0,64,0.1,100000.0,0.5,17.355,16.476,15.252,5.6354
2.0,64,0.1,100000.0,0.9,17.377,16.555,15.125,5.7256
2.0,64,0.5,10000.0,0.0,20.088,18.502,16.806,0.5664
2.0,64,0.5,10000.0,0.5,19.926,18.437,17.678,0.5703
2.0,64,0.5,10000.0,0.9,19.979,18.596,17.293,0.5676
2.0,64,0.5,40000.0,0.0,14.988,14.463,13.52,2.261
2.0,64,0.5,40000.0,0.5,14.985,14.345,13.49,2.2663
2.0,64,0.5,40000.0,0.9,15.266,14.54,13.43,2.3059
2.0,64,0.5,100000.0,0.0,13.578,12.658,12.676,5.6601
2.0,64,0.5,100000.0,0.5,13.397,12.539,12.267,5.8527
2.0,64,0.5,100000.0,0.9,13.412,12.528,12.269,6.0342
2.0,64,0.7,10000.0,0.0,18.717,17.5,16.059,0.6047
2.0,64,0.7,10000.0,0.5,18.733,17.596,16.229,0.6024
2.0,64,0.7,10000.0,0.9,18.767,17.353,15.849,0.6196
2.0,64,0.7,40000.0,0.0,14.196,13.497,13.018,2.2692
2.0,64,0.7,40000.0,0.5,14.265,13.612,12.977,2.2743
2.0,64,0.7,40000.0,0.9,14.249,13.61,13.201,2.2822
2.0,64,0.7,100000.0,0.0,12.895,12.024,11.923,5.6505
2.0,64,0.7,100000.0,0.5,13.161,12.216,11.809,5.6541
2.0,64,0.7,100000.0,0.9,12.897,11.965,11.854,6.5543
